,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
6,Jordan Clarkson,2016-11-02,23:03,8,13,.615,1,3,.333,1,2,.500,0,2,2,3,1,1,3,4,18,-4,23:03,.648,.654,.231,.154,0.0,10.2,5.3,19.9,2.1,3.9,17.8,30.9,111,115
7,Lou Williams,2016-11-02,23:01,6,11,.545,2,5,.400,4,4,1.000,0,3,3,4,2,0,1,2,18,+4,23:01,.705,.636,.455,.364,0.0,15.3,7.9,23.5,4.1,0.0,7.3,25.2,146,112
8,Brandon Ingram,2016-11-02,21:37,1,2,.500,1,1,1.000,0,0,,0,2,2,2,0,1,2,2,3,-4,21:37,.750,.750,.500,.000,0.0,10.8,5.6,9.7,0.0,4.2,50.0,7.8,87,119
9,Tarik Black,2016-11-02,16:02,2,4,.500,0,0,,0,0,,2,1,3,0,0,1,0,5,4,-7,16:02,.500,.500,.000,.000,15.8,7.3,11.4,0.0,0.0,5.6,0.0,10.5,129,119
10,Thomas Robinson,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Marcelo Huertas,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Jose Calderon,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Paul Millsap,2016-11-02,35:00,3,10,.300,1,4,.250,3,4,.750,1,6,7,2,1,0,3,2,10,-3,35:00,.425,.350,.400,.400,3.3,21.7,12.2,7.4,1.4,0.0,20.3,17.5,80,122
1,Dwight Howard,2016-11-02,31:42,12,16,.750,0,0,,7,10,.700,3,8,11,0,3,0,3,4,31,-7,31:42,.760,.750,.000,.625,11.1,31.9,21.1,0.0,4.5,0.0,12.8,30.6,130,112
2,Kent Bazemore,2016-11-02,31:01,5,13,.385,1,6,.167,0,0,,0,0,0,6,3,0,0,1,11,-6,31:01,.423,.423,.462,.000,0.0,0.0,0.0,27.9,4.6,0.0,0.0,17.4,108,119
3,Dennis Schroder,2016-11-02,28:42,4,11,.364,1,3,.333,2,2,1.000,0,2,2,6,1,0,2,2,11,-11,28:42,.463,.409,.273,.182,0.0,8.8,4.2,29.2,1.6,0.0,14.4,20.1,100,124
4,Kyle Korver,2016-11-02,27:13,1,6,.167,1,6,.167,0,0,,0,4,4,2,0,0,1,3,3,-11,27:13,.250,.250,1.000,.000,0.0,18.6,8.9,9.0,0.0,0.0,14.3,10.7,62,125
5,Tim Hardaway,2016-11-02,20:44,8,10,.800,5,7,.714,5,7,.714,0,0,0,1,0,1,3,0,26,+5,20:44,.994,1.050,.700,.700,0.0,0.0,0.0,10.3,0.0,3.4,18.7,32.2,137,127
6,Thabo Sefolosha,2016-11-02,18:56,2,6,.333,0,2,.000,0,0,,1,3,4,3,2,0,2,0,4,+4,18:56,.333,.333,.333,.000,6.2,20.0,12.8,21.2,5.0,0.0,25.0,17.5,76,114
7,Malcolm Delaney,2016-11-02,17:38,0,4,.000,0,1,.000,2,2,1.000,1,2,3,6,0,0,1,3,2,0,17:38,.205,.000,.250,.500,6.6,14.3,10.3,39.8,0.0,0.0,17.0,13.8,94,126
8,Mike Muscala,2016-11-02,15:14,3,3,1.000,1,1,1.000,0,0,,3,2,5,3,0,0,1,1,7,+4,15:14,1.167,1.167,.333,.000,23.1,16.6,19.9,30.0,0.0,0.0,25.0,10.9,177,126
9,Kris Humphries,2016-11-02,13:50,3,6,.500,1,2,.500,4,4,1.000,1,0,1,1,0,0,2,3,11,-10,13:50,.709,.583,.333,.667,8.5,0.0,4.4,11.3,0.0,0.0,20.5,29.3,119,129
10,Taurean Waller-Prince,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Ryan Kelly,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,DeAndre' Bembry,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kentavious Caldwell-Pope,2016-11-02,36:51,4,14,.286,2,8,.250,5,5,1.000,2,5,7,2,4,0,3,4,15,-5,36:51,.463,.357,.571,.357,5.2,19.7,11.0,8.2,5.4,0.0,15.6,22.7,90,107
1,Tobias Harris,2016-11-02,35:44,8,14,.571,2,4,.500,5,7,.714,1,3,4,1,1,1,2,2,23,-12,35:44,.673,.643,.286,.500,2.7,12.2,6.5,5.1,1.4,2.7,10.5,23.2,121,115
2,Marcus Morris,2016-11-02,31:51,8,16,.500,3,5,.600,4,5,.800,1,3,4,2,3,0,0,3,23,-5,31:51,.632,.594,.313,.313,3.0,13.7,7.3,12.1,4.6,0.0,0.0,24.9,132,109
3,Ish Smith,2016-11-02,31:02,3,9,.333,1,1,1.000,2,2,1.000,0,2,2,7,1,0,3,1,9,-3,31:02,.455,.389,.111,.222,0.0,9.4,3.7,33.5,1.6,0.0,23.3,18.1,90,117
4,Andre Drummond,2016-11-02,25:10,3,9,.333,0,0,,0,0,,0,6,6,4,0,2,2,2,6,-6,25:10,.333,.333,.000,.000,0.0,34.7,13.8,24.4,0.0,7.8,18.2,19.0,71,111
5,Jon Leuer,2016-11-02,26:49,5,8,.625,1,3,.333,0,0,,2,5,7,0,0,1,1,2,11,+7,26:49,.688,.688,.375,.000,7.2,27.1,15.1,0.0,0.0,3.7,11.1,14.6,122,116
6,Aron Baynes,2016-11-02,18:42,2,5,.400,0,0,,0,0,,3,1,4,0,1,2,1,3,4,-3,18:42,.400,.400,.000,.000,15.4,7.8,12.4,0.0,2.6,10.5,16.7,14.0,90,106
7,Beno Udrih,2016-11-02,16:58,4,9,.444,0,1,.000,2,2,1.000,1,0,1,4,1,0,0,0,10,-5,16:58,.506,.444,.111,.222,5.7,0.0,3.4,44.1,2.9,0.0,0.0,25.4,122,115
8,Stanley Johnson,2016-11-02,16:53,0,4,.000,0,3,.000,0,0,,0,3,3,1,0,0,1,1,0,-8,16:53,.000,.000,.750,.000,0.0,25.8,10.3,7.7,0.0,0.0,20.0,12.9,12,119
9,Darrun Hilliard,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Michael Gbinije,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Boban Marjanovic,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Henry Ellenson,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Bojan Bogdanovic,2016-11-02,31:59,3,7,.429,3,7,.429,2,2,1.000,1,3,4,2,0,0,2,2,11,+3,31:59,.698,.643,1.000,.286,4.5,9.0,7.2,8.2,0.0,0.0,20.2,14.5,117,111
1,Trevor Booker,2016-11-02,29:56,2,6,.333,0,0,,0,0,,1,3,4,2,3,1,2,3,4,+6,29:56,.333,.333,.000,.000,4.9,9.6,7.7,8.5,4.9,2.5,25.0,12.5,71,98
2,Brook Lopez,2016-11-02,28:45,12,21,.571,4,8,.500,6,9,.667,2,9,11,1,2,1,2,2,34,+10,28:45,.681,.667,.381,.429,10.1,30.1,22.1,8.0,3.4,2.7,7.4,43.9,123,95
3,Rondae Hollis-Jefferson,2016-11-02,22:14,0,4,.000,0,1,.000,0,0,,0,2,2,6,1,0,0,3,0,+8,22:14,.000,.000,.250,.000,0.0,8.6,5.2,31.6,2.2,0.0,0.0,8.4,84,106
4,Jeremy Lin,2016-11-02,15:41,4,6,.667,0,1,.000,2,2,1.000,0,2,2,4,0,0,1,0,10,+9,15:41,.727,.667,.167,.333,0.0,12.2,7.4,42.6,0.0,0.0,12.7,23.5,141,110
5,Sean Kilpatrick,2016-11-02,28:11,8,12,.667,4,4,1.000,4,4,1.000,0,10,10,3,2,0,3,2,24,+9,28:11,.872,.833,.333,.333,0.0,34.1,20.5,18.7,3.5,0.0,17.9,27.9,136,96
6,Joe Harris,2016-11-02,26:29,6,9,.667,1,4,.250,0,0,,0,2,2,1,1,0,2,2,13,+1,26:29,.722,.722,.444,.000,0.0,7.2,4.4,6.0,1.9,0.0,18.2,19.5,108,107
7,Justin Hamilton,2016-11-02,23:05,3,4,.750,0,0,,0,0,,1,2,3,3,0,1,1,2,6,+3,23:05,.750,.750,.000,.000,6.3,8.3,7.5,17.9,0.0,3.3,20.0,10.1,139,108
8,Isaiah Whitehead,2016-11-02,19:41,2,5,.400,1,1,1.000,0,0,,0,4,4,4,0,0,5,4,5,-4,19:41,.500,.500,.200,.000,0.0,19.5,11.8,27.0,0.0,0.0,50.0,23.8,67,108
9,Luis Scola,2016-11-02,13:59,1,2,.500,0,1,.000,0,0,,0,3,3,1,1,0,1,3,2,-5,13:59,.500,.500,.500,.000,0.0,20.6,12.4,9.1,3.5,0.0,33.3,10.0,78,100
10,Greivis Vasquez,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Chris McCullough,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Anthony Bennett,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Jimmy Butler,2016-11-02,35:46,8,21,.381,2,5,.400,5,5,1.000,2,7,9,2,0,0,2,5,23,-6,35:46,.496,.429,.238,.238,6.1,21.4,13.7,11.1,0.0,0.0,7.9,29.8,108,116
1,Dwyane Wade,2016-11-02,35:19,5,13,.385,0,3,.000,5,6,.833,0,1,1,4,2,0,0,0,15,-10,35:19,.480,.385,.231,.462,0.0,3.1,1.5,19.3,2.9,0.0,0.0,18.7,121,115
2,Rajon Rondo,2016-11-02,33:48,6,11,.545,0,2,.000,0,0,,2,7,9,5,1,1,4,3,12,-11,33:48,.545,.545,.182,.000,6.5,22.6,14.5,26.8,1.5,2.6,26.7,18.7,96,111
3,Taj Gibson,2016-11-02,25:38,3,12,.250,0,0,,2,3,.667,5,4,9,3,2,2,4,2,8,-7,25:38,.300,.250,.000,.250,21.3,17.0,19.2,19.1,3.9,6.8,23.1,28.5,73,103
4,Robin Lopez,2016-11-02,14:10,3,6,.500,0,0,,2,4,.500,3,2,5,0,0,2,2,1,8,-14,14:10,.515,.500,.000,.667,23.1,15.4,19.3,0.0,0.0,12.3,20.5,29.1,94,109
5,Nikola Mirotic,2016-11-02,35:05,3,6,.500,3,6,.500,8,11,.727,0,6,6,1,0,1,2,1,17,+6,35:05,.784,.750,1.000,1.833,0.0,18.7,9.3,4.4,0.0,2.5,15.6,15.5,137,116
6,Isaiah Canaan,2016-11-02,19:13,1,4,.250,1,3,.333,1,2,.500,0,0,0,3,1,0,1,2,4,-1,19:13,.410,.375,.750,.500,0.0,0.0,0.0,23.1,2.6,0.0,17.0,12.9,95,116
7,Jerian Grant,2016-11-02,13:12,3,3,1.000,0,0,,0,0,,0,2,2,3,0,0,1,1,6,+9,13:12,1.000,1.000,.000,.000,0.0,16.5,8.3,45.3,0.0,0.0,25.0,12.8,150,118
8,Bobby Portis,2016-11-02,11:01,2,2,1.000,0,0,,0,0,,3,4,7,0,0,1,1,2,4,+7,11:01,1.000,1.000,.000,.000,29.7,39.6,34.7,0.0,0.0,7.9,33.3,11.5,134,105
9,Cristiano Felicio,2016-11-02,10:06,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,1,2,0,-6,10:06,.000,.000,.000,.000,0.0,10.8,5.4,0.0,5.0,0.0,50.0,8.4,0,107
10,Denzel Valentine,2016-11-02,6:42,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,3,-2,6:42,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,18.9,87,122
11,Paul Zipser,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,R.J. Hunter,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Avery Bradley,2016-11-02,38:41,6,15,.400,1,7,.143,0,0,,2,3,5,4,0,0,1,4,13,+3,38:41,.433,.433,.467,.000,5.6,8.5,7.1,14.8,0.0,0.0,6.3,18.6,100,112
1,Isaiah Thomas,2016-11-02,36:03,8,18,.444,4,7,.571,3,4,.750,1,1,2,10,3,1,3,3,23,+5,36:03,.582,.556,.389,.222,3.0,3.0,3.0,43.9,4.2,2.2,13.2,28.5,119,104
2,Amir Johnson,2016-11-02,29:41,9,11,.818,4,4,1.000,1,2,.500,1,5,6,3,3,2,0,2,23,+9,29:41,.968,1.000,.364,.182,3.7,18.4,11.0,18.3,5.1,5.3,0.0,18.0,188,95
3,Tyler Zeller,2016-11-02,24:45,5,11,.455,0,0,,1,2,.500,3,1,4,0,1,0,0,3,11,+9,24:45,.463,.455,.000,.182,13.2,4.4,8.8,0.0,2.0,0.0,0.0,21.6,106,109
4,Jae Crowder,2016-11-02,13:44,4,6,.667,2,2,1.000,0,0,,0,5,5,1,0,0,1,1,10,+6,13:44,.833,.833,.333,.000,0.0,39.7,19.9,12.9,0.0,0.0,14.3,23.0,127,100
5,Marcus Smart,2016-11-02,33:34,2,8,.250,1,6,.167,2,4,.500,0,5,5,5,1,1,6,1,7,+5,33:34,.359,.313,.750,.500,0.0,16.2,8.1,18.7,1.5,2.3,38.1,21.2,61,105
6,Jonas Jerebko,2016-11-02,22:19,2,5,.400,0,0,,2,2,1.000,1,5,6,2,1,0,0,4,6,-6,22:19,.510,.400,.000,.400,4.9,24.4,14.7,11.7,2.3,0.0,0.0,11.9,129,101
7,Gerald Green,2016-11-02,13:38,1,3,.333,0,2,.000,2,2,1.000,1,0,1,3,0,0,0,1,4,+5,13:38,.515,.333,.667,.667,8.0,0.0,4.0,28.2,0.0,0.0,0.0,12.8,146,116
8,Terry Rozier,2016-11-02,12:54,3,6,.500,1,2,.500,0,1,.000,0,2,2,0,0,0,0,1,7,-1,12:54,.543,.583,.333,.167,0.0,16.9,8.5,0.0,0.0,0.0,0.0,22.5,102,109
9,Jaylen Brown,2016-11-02,8:14,1,3,.333,1,2,.500,0,0,,1,1,2,0,1,0,0,4,3,+1,8:14,.500,.500,.667,.000,13.2,13.2,13.2,0.0,6.1,0.0,0.0,16.4,115,96
10,Jordan Mickey,2016-11-02,5:49,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1,5:49,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.5,0,116
11,James Young,2016-11-02,0:39,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,0:39,,,,,0.0,100.0,83.9,0.0,0.0,0.0,,0.0,,49
12,Demetrius Jackson,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Dario Saric,2016-11-02,28:56,5,13,.385,2,4,.500,2,3,.667,1,6,7,1,1,0,1,3,14,-18,28:56,.489,.462,.308,.231,3.9,26.2,14.3,6.5,1.7,0.0,6.5,23.2,96,112
1,Sergio Rodriguez,2016-11-02,26:03,3,9,.333,3,7,.429,1,1,1.000,1,2,3,5,0,1,4,0,10,-17,26:03,.530,.500,.778,.111,4.3,9.7,6.8,32.4,0.0,4.1,29.8,22.6,88,117
2,Robert Covington,2016-11-02,25:46,2,9,.222,2,8,.250,0,0,,1,2,3,0,2,0,2,4,6,-17,25:46,.333,.333,.889,.000,4.3,9.8,6.9,0.0,3.9,0.0,18.2,18.7,58,110
3,Gerald Henderson,2016-11-02,24:39,5,8,.625,1,2,.500,0,0,,0,3,3,3,0,0,2,2,11,-9,24:39,.688,.688,.250,.000,0.0,15.4,7.2,24.1,0.0,0.0,20.0,17.8,109,118
4,Richaun Holmes,2016-11-02,11:31,4,4,1.000,1,1,1.000,2,2,1.000,1,2,3,2,0,1,2,4,11,+7,11:31,1.127,1.125,.250,.500,9.7,21.9,15.4,48.1,0.0,9.3,29.1,26.2,148,110
5,Nik Stauskas,2016-11-02,30:30,2,6,.333,1,3,.333,2,2,1.000,0,4,4,2,0,0,2,0,7,+1,30:30,.509,.417,.500,.333,0.0,16.6,7.8,10.2,0.0,0.0,22.5,12.8,87,118
6,Jahlil Okafor,2016-11-02,24:10,4,8,.500,0,0,,4,5,.800,1,4,5,1,1,0,0,3,12,-12,24:10,.588,.500,.000,.625,4.6,20.9,12.3,7.6,2.1,0.0,0.0,18.5,128,112
7,Ersan Ilyasova,2016-11-02,23:10,5,12,.417,2,6,.333,2,2,1.000,2,1,3,2,0,0,1,3,14,-7,23:10,.543,.500,.500,.167,9.6,5.5,7.7,17.5,0.0,0.0,7.2,26.2,110,120
8,T.J. McConnell,2016-11-02,22:19,2,7,.286,0,3,.000,0,0,,0,1,1,6,3,0,3,2,4,-1,22:19,.286,.286,.429,.000,0.0,5.7,2.7,43.5,6.7,0.0,30.0,19.6,67,105
9,Hollis Thompson,2016-11-02,19:53,2,9,.222,0,3,.000,0,0,,1,4,5,1,1,0,0,3,4,-5,19:53,.222,.222,.333,.000,5.6,25.4,14.9,8.3,2.5,0.0,0.0,19.8,59,110
10,Timothe Luwawu-Cabarrot,2016-11-02,3:03,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,3:03,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0,122
11,Joel Embiid,2016-11-02,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
0,Nicolas Batum,2016-11-02,33:55,7,15,.467,4,9,.444,2,2,1.000,2,5,7,4,1,0,4,2,20,+21,33:55,.630,.600,.600,.133,7.4,16.5,12.2,19.5,1.5,0.0,20.1,26.7,110,98
1,Kemba Walker,2016-11-02,32:59,7,14,.500,2,5,.400,6,6,1.000,1,3,4,7,0,0,4,0,22,+16,32:59,.661,.571,.357,.429,3.8,10.2,7.2,35.4,0.0,0.0,19.4,28.5,122,103
2,Michael Kidd-Gilchrist,2016-11-02,32:11,2,4,.500,0,0,,2,4,.500,2,11,13,1,3,1,2,4,6,+14,32:11,.521,.500,.000,1.000,7.8,38.2,23.9,4.1,4.6,3.1,25.8,11.0,95,83
3,Marvin Williams,2016-11-02,30:13,4,12,.333,2,7,.286,1,2,.500,1,7,8,1,2,0,0,3,11,+12,30:13,.427,.417,.583,.167,4.2,25.9,15.7,4.9,3.3,0.0,0.0,19.4,98,91
4,Cody Zeller,2016-11-02,26:24,5,7,.714,0,0,,3,6,.500,0,1,1,0,0,1,0,5,13,+25,26:24,.674,.714,.000,.857,0.0,4.2,2.2,0.0,0.0,3.8,0.0,16.6,134,102
5,Frank Kaminsky,2016-11-02,24:34,6,12,.500,2,6,.333,0,0,,2,3,5,1,1,0,2,1,14,-6,24:34,.583,.583,.500,.000,10.3,13.6,12.1,7.2,2.0,0.0,14.3,25.9,105,98
6,Ramon Sessions,2016-11-02,22:08,1,3,.333,0,1,.000,2,4,.500,1,2,3,7,1,0,1,0,4,-4,22:08,.420,.333,.333,1.333,5.7,10.1,8.0,41.2,2.2,0.0,17.4,11.8,124,98
7,Marco Belinelli,2016-11-02,21:28,4,9,.444,3,6,.500,0,0,,0,3,3,2,0,0,0,2,11,+3,21:28,.611,.611,.667,.000,0.0,15.6,8.3,14.9,0.0,0.0,0.0,19.1,130,102
8,Spencer Hawes,2016-11-02,14:49,3,3,1.000,0,0,,2,2,1.000,0,0,0,2,0,1,2,0,8,+1,14:49,1.031,1.000,.000,.667,0.0,0.0,0.0,22.1,0.0,6.7,34.0,18.1,134,101
9,Treveon Graham,2016-11-02,1:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,1:19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,106
10,Christian Wood,2016-11-02,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
11,Brian Roberts,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Aaron Harrison,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Russell Westbrook,2016-11-02,32:39,14,30,.467,0,7,.000,7,9,.778,1,5,6,5,3,0,10,4,35,+12,32:39,.515,.467,.233,.300,3.4,14.7,9.5,54.8,4.4,0.0,22.7,56.8,86,77
1,Victor Oladipo,2016-11-02,32:31,3,11,.273,1,5,.200,2,3,.667,0,5,5,1,0,0,0,2,9,+6,32:31,.365,.318,.455,.273,0.0,14.8,7.9,5.0,0.0,0.0,0.0,16.0,85,87
2,Steven Adams,2016-11-02,31:16,1,3,.333,0,0,,0,0,,2,9,11,1,1,0,3,5,2,+10,31:16,.333,.333,.000,.000,7.1,27.6,18.2,4.7,1.5,0.0,50.0,8.1,52,80
3,Andre Roberson,2016-11-02,23:34,1,5,.200,0,1,.000,0,2,.000,2,2,4,0,1,1,1,2,2,-1,23:34,.170,.200,.200,.400,9.5,8.1,8.8,0.0,2.0,3.1,14.5,12.3,45,82
4,Domantas Sabonis,2016-11-02,16:50,2,3,.667,2,3,.667,0,0,,0,2,2,1,1,0,0,5,6,+7,16:50,1.000,1.000,1.000,.000,0.0,11.4,6.1,10.1,2.8,0.0,0.0,7.5,201,80
5,Enes Kanter,2016-11-02,23:37,3,11,.273,0,1,.000,0,0,,3,9,12,0,1,0,2,1,6,-15,23:37,.273,.273,.091,.000,14.2,36.6,26.2,0.0,2.0,0.0,15.4,23.2,59,78
6,Jerami Grant,2016-11-02,17:34,2,6,.333,0,0,,2,4,.500,0,2,2,0,0,2,1,1,6,-1,17:34,.387,.333,.000,.667,0.0,10.9,5.9,0.0,0.0,8.4,11.4,21.0,74,81
7,Joffrey Lauvergne,2016-11-02,17:09,1,1,1.000,0,0,,1,2,.500,1,3,4,3,0,0,0,0,3,-6,17:09,.798,1.000,.000,2.000,6.5,16.8,12.0,26.9,0.0,0.0,0.0,4.6,180,87
8,Semaj Christon,2016-11-02,15:21,3,7,.429,0,0,,0,0,,1,1,2,0,0,0,2,3,6,-10,15:21,.429,.429,.000,.000,7.3,6.3,6.7,0.0,0.0,0.0,22.2,24.7,71,88
9,Anthony Morrow,2016-11-02,9:43,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,0,1,2,0,9:43,.333,.333,.000,.000,0.0,0.0,0.0,0.0,4.9,0.0,0.0,13.0,73,80
10,Alex Abrines,2016-11-02,7:54,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,0,0,2,0,6,+4,7:54,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.4,101,91
11,Nick Collison,2016-11-02,7:08,0,0,,0,0,,0,0,,0,2,2,3,0,0,0,0,0,+8,7:08,,,,,0.0,26.9,14.5,59.4,0.0,0.0,,0.0,215,85
12,Kyle Singler,2016-11-02,4:44,1,2,.500,0,1,.000,0,0,,0,2,2,0,0,1,0,0,2,-4,4:44,.500,.500,.500,.000,0.0,40.6,21.8,0.0,0.0,15.6,0.0,17.8,104,68
0,Blake Griffin,2016-11-02,34:00,7,21,.333,0,2,.000,0,3,.000,3,6,9,5,2,1,2,4,14,-4,34:00,.314,.333,.095,.143,8.5,19.7,13.7,29.3,2.8,2.2,8.2,30.7,71,82
1,Chris Paul,2016-11-02,32:45,4,11,.364,2,4,.500,5,6,.833,1,10,11,9,6,0,5,1,15,-8,32:45,.550,.455,.364,.545,2.9,34.1,17.3,46.9,8.7,0.0,26.8,24.4,96,68
2,DeAndre Jordan,2016-11-02,31:41,4,4,1.000,0,0,,0,3,.000,0,6,6,0,0,3,2,3,8,-10,31:41,.752,1.000,.000,.750,0.0,21.1,9.8,0.0,0.0,7.1,27.3,9.9,85,84
3,J.J. Redick,2016-11-02,26:14,3,12,.250,2,5,.400,0,0,,0,4,4,0,0,0,3,0,8,-8,26:14,.333,.333,.417,.000,0.0,17.0,7.9,0.0,0.0,0.0,20.0,24.5,51,91
4,Luc Mbah a Moute,2016-11-02,23:56,0,1,.000,0,1,.000,2,4,.500,0,1,1,0,2,0,0,0,2,-7,23:56,.362,.000,1.000,4.000,0.0,4.7,2.2,0.0,4.0,0.0,0.0,4.9,80,86
5,Jamal Crawford,2016-11-02,25:58,3,11,.273,0,4,.000,0,0,,0,0,0,3,1,0,2,2,6,+11,25:58,.273,.273,.364,.000,0.0,0.0,0.0,19.5,1.8,0.0,15.4,21.5,56,91
6,Austin Rivers,2016-11-02,19:39,2,8,.250,0,2,.000,0,0,,0,0,0,2,0,1,1,5,4,+4,19:39,.250,.250,.250,.000,0.0,0.0,0.0,16.8,0.0,3.8,11.1,19.6,54,91
7,Marreese Speights,2016-11-02,16:19,6,9,.667,1,2,.500,1,2,.500,1,3,4,2,0,0,0,1,14,+8,16:19,.709,.722,.222,.222,5.9,20.5,12.7,36.0,0.0,0.0,0.0,26.0,138,90
8,Raymond Felton,2016-11-02,15:30,3,5,.600,1,1,1.000,0,0,,0,2,2,1,1,0,1,1,7,+2,15:30,.700,.700,.200,.000,0.0,14.4,6.7,12.5,3.1,0.0,16.7,16.6,108,85
9,Brandon Bass,2016-11-02,13:27,2,5,.400,1,1,1.000,0,0,,3,1,4,0,1,0,1,2,5,+7,13:27,.500,.500,.200,.000,21.4,8.3,15.3,0.0,3.5,0.0,16.7,19.1,94,85
10,Wesley Johnson,2016-11-02,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,0:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,96
11,Diamond Stone,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Alan Anderson,2016-11-02,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Anthony Davis,2016-11-02,35:40,3,13,.231,1,4,.250,3,5,.600,1,6,7,1,2,3,5,5,10,-23,35:40,.329,.269,.308,.385,3.4,17.5,10.9,5.8,2.9,6.7,24.8,27.5,54,81
1,E'Twaun Moore,2016-11-02,27:22,2,6,.333,0,3,.000,1,2,.500,0,3,3,1,0,1,2,2,5,-18,27:22,.363,.333,.500,.333,0.0,11.4,6.1,7.4,0.0,2.9,22.5,15.8,60,93
2,Tim Frazier,2016-11-02,14:40,1,5,.200,0,2,.000,2,2,1.000,0,1,1,2,0,0,1,2,4,-14,14:40,.340,.200,.400,.400,0.0,7.1,3.8,27.4,0.0,0.0,14.5,22.8,72,96
3,Solomon Hill,2016-11-02,10:33,0,2,.000,0,1,.000,0,0,,0,2,2,0,1,0,0,2,0,-7,10:33,.000,.000,.500,.000,0.0,19.7,10.6,0.0,4.9,0.0,0.0,9.2,0,80
4,Dante Cunningham,2016-11-02,5:15,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,0,0,-4,5:15,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,27.8,0,100
5,Lance Stephenson,2016-11-02,44:53,9,15,.600,1,3,.333,2,2,1.000,0,3,3,6,1,1,4,4,21,+3,44:53,.661,.633,.200,.133,0.0,6.9,3.7,36.6,1.2,1.8,20.1,21.5,110,93
6,Omer Asik,2016-11-02,35:29,0,2,.000,0,0,,0,0,,2,9,11,2,0,0,2,2,0,+7,35:29,.000,.000,.000,.000,6.8,26.4,17.3,10.0,0.0,0.0,50.0,5.5,48,88
