,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Trevor Ariza,2014-02-12,41:56,11,20,.550,10,14,.714,0,0,,2,9,11,3,3,1,2,6,32,-7,41:56,.800,.800,.700,.000,4.6,28.6,14.6,10.9,3.5,2.7,9.1,22.3,141,110
1,John Wall,2014-02-12,41:08,6,19,.316,2,7,.286,5,6,.833,0,1,1,14,3,0,0,3,19,-6,41:08,.439,.368,.368,.316,0.0,3.2,1.4,44.2,3.6,0.0,0.0,22.3,123,118
2,Bradley Beal,2014-02-12,36:10,8,24,.333,4,10,.400,0,0,,2,2,4,5,2,0,2,2,20,-2,36:10,.417,.417,.417,.000,5.3,7.4,6.2,19.9,2.7,0.0,7.7,30.5,93,119
3,Nene Hilario,2014-02-12,30:00,9,12,.750,0,0,,3,9,.333,0,1,1,1,1,0,2,6,21,-6,30:00,.658,.750,.000,.750,0.0,4.4,1.9,5.4,1.6,0.0,11.1,25.4,110,122
4,Marcin Gortat,2014-02-12,27:38,3,7,.429,0,0,,0,1,.000,2,6,8,1,1,2,1,6,6,-8,27:38,.403,.429,.000,.143,6.9,29.0,16.2,4.5,1.8,8.3,11.8,13.0,89,111
5,Trevor Booker,2014-02-12,19:30,3,3,1.000,0,0,,0,0,,1,2,3,2,1,0,1,1,6,+5,19:30,1.000,1.000,.000,.000,4.9,13.7,8.6,13.4,2.5,0.0,25.0,8.7,153,118
6,Kevin Seraphin,2014-02-12,12:55,3,6,.500,0,0,,0,0,,1,0,1,0,1,0,0,4,6,0,12:55,.500,.500,.000,.000,7.4,0.0,4.3,0.0,3.8,0.0,0.0,19.7,108,117
7,Martell Webster,2014-02-12,10:11,0,1,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,1,0,+2,10:11,.000,.000,1.000,.000,0.0,13.1,5.5,21.4,4.9,0.0,0.0,4.2,95,112
8,Garrett Temple,2014-02-12,8:19,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,1,0,+2,8:19,.000,.000,.000,.000,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.1,0,114
9,Otto Porter,2014-02-12,6:37,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,2,0,+7,6:37,.000,.000,.000,.000,0.0,20.2,8.4,0.0,0.0,0.0,50.0,12.8,0,120
10,Jan Vesely,2014-02-12,5:36,1,3,.333,0,0,,0,0,,4,0,4,0,0,0,0,0,2,+8,5:36,.333,.333,.000,.000,68.6,0.0,39.9,0.0,0.0,0.0,0.0,22.7,126,127
11,Eric Maynor,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Chris Singleton,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,James Harden,2014-02-12,40:33,8,14,.571,3,6,.500,16,16,1.000,1,5,6,6,1,0,4,3,35,0,40:33,.832,.679,.429,1.143,3.3,11.8,8.3,29.0,1.2,0.0,16.0,27.3,157,117
1,Jeremy Lin,2014-02-12,37:20,5,8,.625,3,6,.500,3,4,.750,0,1,1,5,0,0,5,3,16,+1,37:20,.820,.813,.750,.500,0.0,2.6,1.5,23.3,0.0,0.0,33.9,17.5,116,123
2,Dwight Howard,2014-02-12,37:19,7,9,.778,0,0,,10,16,.625,2,14,16,1,2,3,7,3,24,+16,37:19,.748,.778,.000,1.778,7.1,36.0,23.9,5.1,2.7,5.9,30.4,27.3,105,101
3,Chandler Parsons,2014-02-12,37:18,7,15,.467,2,4,.500,2,4,.500,5,7,12,6,1,0,2,3,18,+16,37:18,.537,.533,.267,.267,17.9,18.0,18.0,30.9,1.3,0.0,10.7,22.2,128,115
4,Terrence Jones,2014-02-12,30:31,2,7,.286,0,1,.000,0,1,.000,2,6,8,0,0,2,2,3,4,+2,30:31,.269,.286,.143,.143,8.7,18.9,14.6,0.0,0.0,4.8,21.2,13.7,61,114
5,Francisco Garcia,2014-02-12,18:13,2,4,.500,1,3,.333,0,0,,0,1,1,0,0,0,1,0,5,-11,18:13,.625,.625,.750,.000,0.0,5.3,3.1,0.0,0.0,0.0,20.0,12.1,100,123
6,Donatas Motiejunas,2014-02-12,17:25,3,4,.750,1,2,.500,4,6,.667,2,2,4,0,0,1,1,1,11,-4,17:25,.828,.875,.500,1.500,15.3,11.0,12.8,0.0,0.0,4.2,13.1,19.4,150,117
7,Omer Asik,2014-02-12,10:41,0,1,.000,0,0,,0,0,,1,2,3,0,0,0,1,1,0,-15,10:41,.000,.000,.000,.000,12.5,18.0,15.7,0.0,0.0,0.0,50.0,8.3,34,118
8,Aaron Brooks,2014-02-12,10:40,0,2,.000,0,0,,0,0,,0,0,0,0,0,1,1,2,0,0,10:40,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,6.9,33.3,12.4,0,117
9,Robert Covington,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Patrick Beverley,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Omri Casspi,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Ronnie Brewer,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Monta Ellis,2014-02-12,41:16,7,18,.389,0,3,.000,9,10,.900,2,7,9,6,1,2,4,2,23,+2,41:16,.513,.389,.167,.556,4.9,17.3,11.1,31.9,1.3,3.9,15.2,28.9,99,79
1,Shawn Marion,2014-02-12,37:23,2,9,.222,0,1,.000,0,0,,1,4,5,2,1,0,1,2,4,-5,37:23,.222,.222,.111,.000,2.7,10.9,6.8,9.4,1.4,0.0,10.0,12.1,55,85
2,Dirk Nowitzki,2014-02-12,34:28,7,14,.500,1,3,.333,3,4,.750,2,4,6,1,2,1,1,3,18,+10,34:28,.571,.536,.214,.286,5.9,11.9,8.9,6.9,3.0,2.3,6.0,22.0,111,79
3,Jose Calderon,2014-02-12,22:29,1,7,.143,1,5,.200,1,2,.500,1,3,4,2,0,1,3,4,4,+9,22:29,.254,.214,.714,.286,4.5,13.6,9.1,15.3,0.0,3.6,27.6,21.9,49,84
4,Samuel Dalembert,2014-02-12,20:02,2,8,.250,0,0,,0,0,,1,6,7,0,1,0,2,2,4,-9,20:02,.250,.250,.000,.000,5.1,30.6,17.8,0.0,2.6,0.0,20.0,22.6,45,74
5,Shane Larkin,2014-02-12,22:38,0,5,.000,0,1,.000,1,2,.500,0,2,2,5,0,0,1,3,1,0,22:38,.085,.000,.200,.400,0.0,9.0,4.5,35.3,0.0,0.0,14.5,13.7,46,88
6,Vince Carter,2014-02-12,22:15,4,11,.364,3,6,.500,0,0,,0,3,3,4,1,0,0,1,11,+8,22:15,.500,.500,.545,.000,0.0,13.8,6.9,40.4,2.3,0.0,0.0,22.3,110,81
7,DeJuan Blair,2014-02-12,16:16,4,8,.500,0,0,,1,1,1.000,2,1,3,1,0,3,0,0,9,+4,16:16,.533,.500,.000,.125,12.6,6.3,9.4,16.2,0.0,14.8,0.0,23.4,116,79
8,Brandan Wright,2014-02-12,11:42,3,3,1.000,0,0,,1,2,.500,1,4,5,0,1,1,1,1,7,+13,11:42,.902,1.000,.000,.667,8.7,34.9,21.8,0.0,4.4,6.8,20.5,18.8,127,63
9,Jae Crowder,2014-02-12,11:31,0,1,.000,0,0,,0,0,,0,3,3,0,0,2,0,1,0,+8,11:31,.000,.000,.000,.000,0.0,26.6,13.3,0.0,0.0,13.9,0.0,3.9,0,71
10,Wayne Ellington,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Devin Harris,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Bernard James,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Paul George,2014-02-12,38:07,4,17,.235,1,6,.167,3,3,1.000,1,6,7,2,1,1,1,4,12,-4,38:07,.328,.265,.353,.176,2.7,16.1,9.4,11.5,1.4,1.9,5.2,22.9,73,87
1,Lance Stephenson,2014-02-12,37:59,6,16,.375,0,3,.000,1,1,1.000,1,9,10,2,1,0,3,2,13,-7,37:59,.395,.375,.188,.063,2.7,24.2,13.4,13.0,1.4,0.0,15.4,23.1,72,86
2,David West,2014-02-12,34:45,5,12,.417,0,0,,2,2,1.000,0,5,5,6,1,0,3,4,12,+1,34:45,.466,.417,.000,.167,0.0,14.7,7.3,41.2,1.5,0.0,18.9,20.7,88,89
3,George Hill,2014-02-12,33:32,5,11,.455,3,8,.375,1,2,.500,0,2,2,5,1,0,3,2,14,-4,33:32,.589,.591,.727,.182,0.0,6.1,3.0,36.1,1.5,0.0,20.2,20.1,98,92
4,Roy Hibbert,2014-02-12,33:23,2,6,.333,0,0,,0,0,,4,3,7,1,0,2,1,2,4,0,33:23,.333,.333,.000,.000,12.2,9.2,10.7,6.0,0.0,4.4,14.3,9.5,81,91
5,Danny Granger,2014-02-12,20:24,4,9,.444,3,5,.600,2,2,1.000,3,2,5,0,0,1,2,0,13,-6,20:24,.658,.611,.556,.222,15.0,10.0,12.5,0.0,0.0,3.6,16.8,26.3,108,91
6,C.J. Watson,2014-02-12,14:29,0,4,.000,0,2,.000,3,4,.750,0,2,2,2,1,0,2,2,3,-4,14:29,.260,.000,.500,1.000,0.0,14.1,7.1,24.5,3.6,0.0,25.8,24.2,52,84
7,Ian Mahinmi,2014-02-12,14:16,1,4,.250,0,0,,0,0,,1,2,3,0,0,1,0,3,2,-7,14:16,.250,.250,.000,.000,7.2,14.3,10.7,0.0,0.0,5.2,0.0,12.7,63,88
8,Luis Scola,2014-02-12,13:05,0,5,.000,0,0,,0,0,,0,6,6,0,0,1,1,3,0,-9,13:05,.000,.000,.000,.000,0.0,46.8,23.4,0.0,0.0,5.6,16.7,20.7,0,76
9,Solomon Hill,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Rasual Butler,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Donald Sloan,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Chris Copeland,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,LaMarcus Aldridge,2014-02-12,36:37,10,18,.556,1,1,1.000,4,4,1.000,1,2,3,3,1,0,1,4,25,-6,36:37,.633,.583,.056,.222,3.5,9.4,6.1,13.2,1.4,0.0,4.8,24.8,131,128
1,Nicolas Batum,2014-02-12,36:36,5,10,.500,1,6,.167,2,2,1.000,0,7,7,7,0,0,5,3,13,-2,36:36,.597,.550,.600,.200,0.0,32.8,14.1,25.2,0.0,0.0,31.5,19.0,99,129
2,Wesley Matthews,2014-02-12,34:39,5,16,.313,3,9,.333,2,5,.400,0,6,6,1,0,0,1,4,15,-9,34:39,.412,.406,.563,.313,0.0,29.7,12.8,3.8,0.0,0.0,5.2,24.3,85,129
3,Robin Lopez,2014-02-12,34:11,3,6,.500,0,0,,6,6,1.000,4,2,6,1,0,0,0,2,12,-14,34:11,.694,.500,.000,1.000,15.2,10.0,13.0,3.6,0.0,0.0,0.0,11.1,167,131
4,Damian Lillard,2014-02-12,30:50,8,12,.667,3,5,.600,2,2,1.000,0,1,1,5,0,0,6,5,21,-3,30:50,.815,.792,.417,.167,0.0,5.6,2.4,25.5,0.0,0.0,31.8,26.8,111,131
5,Mo Williams,2014-02-12,26:52,3,8,.375,1,4,.250,0,0,,2,0,2,4,0,1,3,3,7,-5,26:52,.438,.438,.500,.000,9.7,0.0,5.5,19.0,0.0,2.6,27.3,17.9,91,129
6,C.J. McCollum,2014-02-12,14:15,4,7,.571,3,4,.750,0,1,.000,0,2,2,2,0,0,0,3,11,-3,14:15,.739,.786,.571,.143,0.0,24.1,10.4,22.8,0.0,0.0,0.0,22.8,150,129
7,Meyers Leonard,2014-02-12,13:33,4,5,.800,0,0,,0,0,,2,2,4,0,0,1,0,2,8,+9,13:33,.800,.800,.000,.000,19.1,25.3,21.8,0.0,0.0,5.1,0.0,16.1,167,124
8,Dorell Wright,2014-02-12,12:27,1,2,.500,1,2,.500,2,2,1.000,0,1,1,3,1,0,0,1,5,+8,12:27,.868,.750,1.000,1.000,0.0,13.8,5.9,29.5,4.0,0.0,0.0,10.1,197,122
9,Earl Watson,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Will Barton,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Victor Claver,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Thomas Robinson,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Blake Griffin,2014-02-12,39:15,13,21,.619,0,0,,10,12,.833,2,8,10,1,0,0,1,3,36,0,39:15,.685,.619,.000,.571,8.7,26.4,18.8,4.1,0.0,0.0,3.7,33.1,139,126
1,Chris Paul,2014-02-12,38:48,10,15,.667,0,0,,0,2,.000,0,4,4,12,3,0,3,3,20,+6,38:48,.630,.667,.000,.133,0.0,13.4,7.6,44.1,3.9,0.0,15.9,23.2,123,120
2,Jamal Crawford,2014-02-12,37:06,7,16,.438,1,4,.250,10,11,.909,0,3,3,1,3,0,0,1,25,-2,37:06,.600,.469,.250,.688,0.0,10.5,6.0,3.5,4.1,0.0,0.0,26.8,129,121
3,DeAndre Jordan,2014-02-12,36:49,5,6,.833,0,0,,4,4,1.000,2,4,6,0,2,1,0,4,14,-1,36:49,.902,.833,.000,.667,9.3,14.1,12.0,0.0,2.7,2.5,0.0,10.1,189,121
4,Matt Barnes,2014-02-12,28:54,2,5,.400,1,3,.333,0,0,,0,3,3,3,1,0,1,3,5,0,28:54,.500,.500,.600,.000,0.0,13.5,7.7,11.7,1.7,0.0,16.7,9.9,101,125
5,Darren Collison,2014-02-12,18:37,3,7,.429,0,0,,2,2,1.000,0,2,2,5,0,0,1,2,8,+7,18:37,.508,.429,.000,.286,0.0,13.9,7.9,33.7,0.0,0.0,11.3,22.8,113,129
6,Jared Dudley,2014-02-12,14:49,2,3,.667,1,2,.500,0,0,,0,2,2,1,2,0,1,1,5,+7,14:49,.833,.833,.667,.000,0.0,17.5,10.0,8.2,6.8,0.0,25.0,12.9,120,113
7,Reggie Bullock,2014-02-12,10:37,2,3,.667,1,1,1.000,0,0,,0,1,1,0,1,0,0,0,5,0,10:37,.833,.833,.333,.000,0.0,12.2,7.0,0.0,4.7,0.0,0.0,13.5,159,119
8,Hedo Turkoglu,2014-02-12,8:38,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,1,2,+7,8:38,.500,.500,.000,.000,0.0,15.0,8.6,13.7,0.0,0.0,0.0,11.0,118,129
9,Ryan Hollins,2014-02-12,6:27,1,1,1.000,0,0,,0,0,,1,0,1,0,1,1,1,2,2,+1,6:27,1.000,1.000,.000,.000,26.6,0.0,11.4,0.0,7.8,14.0,50.0,14.8,110,104
10,Antawn Jamison,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Sasha Vujacic,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Byron Mullens,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Brian Roberts,2014-02-12,38:10,6,14,.429,2,2,1.000,3,3,1.000,1,3,4,5,1,0,0,2,17,+15,38:10,.555,.500,.143,.214,3.5,10.5,7.0,18.8,1.5,0.0,0.0,20.0,133,117
1,Eric Gordon,2014-02-12,34:09,7,13,.538,2,5,.400,5,6,.833,1,0,1,6,2,0,1,1,21,+13,34:09,.671,.615,.385,.462,3.9,0.0,2.0,27.1,3.2,0.0,6.0,24.2,143,115
2,Al-Farouq Aminu,2014-02-12,29:06,5,7,.714,0,0,,0,0,,2,5,7,2,3,1,1,2,10,+1,29:06,.714,.714,.000,.000,9.2,22.9,16.0,10.1,5.7,2.6,12.5,13.7,136,103
3,Alexis Ajinca,2014-02-12,21:47,7,7,1.000,0,0,,2,2,1.000,1,8,9,3,0,1,3,2,16,+10,21:47,1.015,1.000,.000,.286,6.1,49.0,27.5,25.8,0.0,3.4,27.6,24.8,142,109
4,Anthony Davis,2014-02-12,19:56,5,10,.500,0,0,,2,2,1.000,1,0,1,0,2,1,2,4,12,+1,19:56,.551,.500,.000,.200,6.7,0.0,3.3,0.0,5.6,3.8,15.5,32.1,98,106
5,Luke Babbitt,2014-02-12,27:03,4,8,.500,2,5,.400,0,0,,1,4,5,1,0,0,0,3,10,+8,27:03,.625,.625,.625,.000,4.9,19.7,12.3,5.2,0.0,0.0,0.0,14.7,137,118
6,Tyreke Evans,2014-02-12,25:19,5,11,.455,0,0,,2,4,.500,0,4,4,4,0,0,2,0,12,-4,25:19,.470,.455,.000,.364,0.0,21.1,10.5,24.1,0.0,0.0,13.6,29.0,96,118
7,Greg Stiemsma,2014-02-12,20:13,1,1,1.000,0,0,,0,0,,2,4,6,1,1,2,1,4,2,-6,20:13,1.000,1.000,.000,.000,13.2,26.4,19.8,6.1,2.7,7.4,50.0,4.9,129,104
8,Anthony Morrow,2014-02-12,14:27,1,4,.250,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,-7,14:27,.250,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,58,122
9,Austin Rivers,2014-02-12,9:50,0,4,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-11,9:50,.000,.000,.000,.000,13.6,0.0,6.8,11.9,0.0,0.0,0.0,20.2,39,122
10,Jason Smith,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Jeff Withey,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Darius Miller,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Brandon Knight,2014-02-12,44:58,8,17,.471,1,6,.167,5,6,.833,0,2,2,9,0,0,0,3,22,-6,44:58,.560,.500,.353,.353,0.0,5.9,3.0,31.5,0.0,0.0,0.0,21.1,131,123
1,Zaza Pachulia,2014-02-12,37:39,3,11,.273,0,0,,2,2,1.000,2,5,7,2,0,0,2,2,8,+5,37:39,.337,.273,.000,.182,7.1,17.7,12.4,7.2,0.0,0.0,14.4,17.8,76,120
2,Ersan Ilyasova,2014-02-12,35:13,5,13,.385,1,1,1.000,5,8,.625,2,7,9,2,0,0,0,2,16,-9,35:13,.484,.423,.077,.615,7.6,26.5,17.0,8.5,0.0,0.0,0.0,22.7,112,118
3,Nate Wolters,2014-02-12,32:58,6,11,.545,2,3,.667,0,0,,2,4,6,7,1,2,1,3,14,+4,32:58,.636,.636,.273,.000,8.1,16.2,12.1,33.7,1.7,4.4,8.3,17.6,133,113
4,Khris Middleton,2014-02-12,29:52,5,9,.556,1,2,.500,0,0,,2,2,4,4,0,0,3,3,11,-11,29:52,.611,.611,.222,.000,8.9,8.9,8.9,20.8,0.0,0.0,25.0,19.4,102,122
5,Gary Neal,2014-02-12,29:04,8,12,.667,1,4,.250,1,1,1.000,0,1,1,3,1,0,3,1,18,+3,29:04,.723,.708,.333,.083,0.0,4.6,2.3,19.2,1.9,0.0,19.4,25.7,111,119
6,Giannis Antetokounmpo,2014-02-12,20:03,1,3,.333,0,0,,1,2,.500,0,3,3,1,1,1,2,1,3,+3,20:03,.387,.333,.000,.667,0.0,20.0,10.0,6.5,2.8,3.6,34.0,14.2,58,110
7,Miroslav Raduljica,2014-02-12,10:13,3,4,.750,0,0,,0,0,,0,2,2,0,0,0,0,1,6,-9,10:13,.750,.750,.000,.000,0.0,26.1,13.1,0.0,0.0,0.0,0.0,18.9,141,118
8,Larry Sanders,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
9,John Henson,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,O.J. Mayo,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Ekpe Udoh,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Luke Ridnour,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Randy Foye,2014-02-12,33:10,3,12,.250,2,6,.333,2,2,1.000,0,1,1,4,0,1,8,2,10,-32,33:10,.388,.333,.500,.167,0.0,3.8,1.7,20.2,0.0,2.4,38.3,26.6,57,124
1,Wilson Chandler,2014-02-12,29:50,4,10,.400,4,7,.571,0,0,,1,7,8,0,0,0,1,2,12,-19,29:50,.600,.600,.700,.000,3.4,29.6,15.1,0.0,0.0,0.0,9.1,15.6,112,123
2,J.J. Hickson,2014-02-12,25:23,6,11,.545,0,0,,2,2,1.000,6,7,13,3,0,0,3,4,14,-11,25:23,.589,.545,.000,.182,24.1,34.8,28.9,26.2,0.0,0.0,20.2,24.7,112,122
3,Kenneth Faried,2014-02-12,19:03,2,6,.333,0,0,,2,2,1.000,1,1,2,1,2,2,2,3,6,-22,19:03,.436,.333,.000,.333,5.4,6.6,5.9,9.0,5.1,8.4,22.5,19.7,81,106
4,Darrell Arthur,2014-02-12,10:59,0,4,.000,0,0,,0,0,,0,1,1,1,0,0,0,5,0,-14,10:59,.000,.000,.000,.000,0.0,11.5,5.1,13.2,0.0,0.0,0.0,15.4,16,124
5,Jordan Hamilton,2014-02-12,33:15,7,14,.500,2,4,.500,0,0,,2,4,6,7,3,0,1,0,16,-3,33:15,.571,.571,.286,.000,6.1,15.2,10.2,44.1,4.4,0.0,6.7,19.0,128,116
6,Evan Fournier,2014-02-12,32:38,4,9,.444,1,3,.333,4,4,1.000,1,4,5,1,0,0,3,4,13,-10,32:38,.604,.500,.333,.444,3.1,15.5,8.7,5.4,0.0,0.0,21.8,17.8,101,125
7,Timofey Mozgov,2014-02-12,31:10,3,8,.375,0,1,.000,3,6,.500,1,5,6,1,1,3,2,3,9,-14,31:10,.423,.375,.125,.750,3.3,20.3,10.9,5.4,1.6,7.7,15.8,17.1,81,114
8,Anthony Randolph,2014-02-12,14:43,4,8,.500,0,2,.000,1,2,.500,0,2,2,1,1,0,0,2,9,-7,14:43,.507,.500,.250,.250,0.0,17.2,7.7,16.3,3.3,0.0,0.0,25.5,110,117
9,Quincy Miller,2014-02-12,9:49,0,2,.000,0,1,.000,1,2,.500,1,0,1,0,0,1,1,0,1,-3,9:49,.174,.000,.500,1.000,10.4,0.0,5.8,0.0,0.0,8.1,25.8,16.7,42,120
10,Ty Lawson,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Nate Robinson,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Andre Miller,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kevin Love,2014-02-12,36:54,11,20,.550,6,11,.545,4,4,1.000,2,9,11,8,0,1,1,2,32,+30,36:54,.735,.700,.550,.200,6.8,24.9,16.8,33.9,0.0,2.2,4.4,27.9,148,94
1,Corey Brewer,2014-02-12,36:02,9,14,.643,1,3,.333,3,4,.750,0,2,2,1,5,0,3,2,22,+27,36:02,.698,.679,.214,.286,0.0,5.7,3.1,4.0,6.8,0.0,16.0,23.5,110,88
2,Ricky Rubio,2014-02-12,32:48,4,6,.667,0,0,,3,4,.750,1,0,1,12,7,0,1,2,11,+28,32:48,.709,.667,.000,.667,3.9,0.0,1.7,44.9,10.4,0.0,11.4,12.1,160,82
3,Ronny Turiaf,2014-02-12,28:54,1,6,.167,0,0,,1,3,.333,1,10,11,3,0,4,1,1,3,+15,28:54,.205,.167,.000,.500,4.4,35.3,21.5,11.5,0.0,11.1,12.0,13.0,67,85
4,Chase Budinger,2014-02-12,26:36,4,13,.308,3,7,.429,1,2,.500,0,1,1,1,2,0,0,2,12,+17,26:36,.432,.423,.538,.154,0.0,3.8,2.1,4.8,3.7,0.0,0.0,23.6,88,96
5,J.J. Barea,2014-02-12,18:26,8,8,1.000,2,2,1.000,0,0,,0,1,1,3,0,0,1,4,18,+15,18:26,1.125,1.125,.250,.000,0.0,5.5,3.1,32.3,0.0,0.0,11.1,22.1,186,103
6,Dante Cunningham,2014-02-12,16:03,3,7,.429,0,0,,0,0,,2,3,5,1,0,0,0,2,6,+18,16:03,.429,.429,.000,.000,15.7,19.1,17.6,8.3,0.0,0.0,0.0,19.7,107,98
7,Luc Mbah a Moute,2014-02-12,9:32,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,0,2,+4,9:32,1.000,1.000,.000,.000,0.0,10.7,5.9,0.0,0.0,0.0,50.0,9.5,74,101
8,Gorgui Dieng,2014-02-12,7:57,0,0,,0,0,,2,4,.500,0,4,4,1,0,0,1,1,2,-4,7:57,.568,,,,0.0,51.4,28.4,13.4,0.0,0.0,36.2,15.7,90,85
9,A.J. Price,2014-02-12,7:34,2,4,.500,0,2,.000,0,0,,0,1,1,1,0,0,1,0,4,-6,7:34,.500,.500,.500,.000,0.0,13.5,7.5,19.6,0.0,0.0,20.0,29.9,83,100
10,Alexey Shved,2014-02-12,6:50,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,+1,6:50,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0,105
11,Shabazz Muhammad,2014-02-12,6:13,2,4,.500,0,0,,1,2,.500,0,0,0,0,0,0,0,1,5,-5,6:13,.512,.500,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,99,105
12,Robbie Hummel,2014-02-12,6:11,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,2,0,-5,6:11,.000,.000,.000,.000,0.0,33.0,18.3,0.0,0.0,0.0,0.0,14.6,0,91
0,Rudy Gay,2014-02-12,44:44,9,22,.409,2,6,.333,0,2,.000,3,4,7,3,2,0,4,4,20,+5,44:44,.437,.455,.273,.091,8.3,10.8,9.5,12.1,2.5,0.0,14.9,29.4,88,104
1,Isaiah Thomas,2014-02-12,40:36,6,17,.353,1,4,.250,7,8,.875,1,0,1,7,2,0,1,2,20,-13,40:36,.487,.382,.235,.471,3.0,0.0,1.5,28.4,2.7,0.0,4.6,25.9,118,107
2,DeMarcus Cousins,2014-02-12,32:49,7,13,.538,0,0,,5,5,1.000,3,11,14,2,0,1,2,3,19,-17,32:49,.625,.538,.000,.385,11.3,40.4,26.0,11.3,0.0,2.4,11.6,25.6,126,98
3,Jason Thompson,2014-02-12,30:45,3,5,.600,0,0,,0,0,,2,8,10,0,0,0,2,1,6,-1,30:45,.600,.600,.000,.000,8.0,31.3,19.8,0.0,0.0,0.0,28.6,11.1,96,102
